ihbar,olay_turu,oncelik,birim,ilce,mahalle,lat,lon,ihbar_metni
"Ümraniye Çakmak Mahallesi İstiklal Caddesi 2. Sokak yakınlarında civarında deprem sonrası hasar tespit edildi, çatlaklar oluşmuş durumda.",Deprem,Kritik,Kurtarma Ekipleri,Ümraniye,Çakmak,41.025486,29.125867,
Tuzla Aydınlı Mahallesi Mecidiyeköy Yolu Çiçek Sokak yakınlarında bölgesinde deprem sonrası enkaz altında mahsur kalan vatandaşlar var. Acil müdahale gerekiyor.,Deprem,Kritik,Kurtarma Ekipleri,Tuzla,Aydınlı,40.822256,29.288619,
Beylikdüzü Büyükşehir Mahallesi Kadıköy Caddesi Mimar Sinan Sokak yakınlarında metro istasyonunda duman yayılıyor. Acil müdahale gerekli.,Metro/Tünel Kazası,Kritik,İtfaiye,Beylikdüzü,Büyükşehir,40.982449,28.65315,
Beykoz Anadolu Hisarı Mahallesi Kennedy Caddesi Karanfil Sokak yakınlarında yakınlarında yamaçtan kaya düşmesi var. Yol trafiğe kapatıldı.,Heyelan,Kritik,Kurtarma Ekipleri,Beykoz,Anadolu Hisarı,41.117064,29.096976,
Çatalca Kaleiçi Mahallesi Cumhuriyet Caddesi 5. Sokak yakınlarında'de çatı katında yangın var. Bitişik binalara sıçrama riski mevcut.,Bina Yangını,Yüksek,İtfaiye,Çatalca,Kaleiçi,41.135342,28.453457,
Adalar Büyükada Mahallesi Kennedy Caddesi Mimar Sinan Sokak yakınlarında'de metro tünelinde yangın çıktı. Tahliye başlatıldı.,Metro/Tünel Kazası,Kritik,Sağlık Ekipleri,Adalar,Büyükada,40.875421,29.094761,
Ataşehir Yenisahra Mahallesi Barbaros Bulvarı Yunus Emre Sokak yakınlarında'de aşırı yağmur sonrası sokaklar göle döndü. Araçlar mahsur kaldı.,Sel Baskını,Kritik,İtfaiye,Ataşehir,Yenisahra,40.991682,29.098321,
Sarıyer Maslak Mahallesi Kartal Caddesi Menekşe Sokak yakınlarında'de metro tünelinde yangın çıktı. Tahliye başlatıldı.,Metro/Tünel Kazası,Kritik,Metro İstanbul,Sarıyer,Maslak,41.15563,29.064462,
Sultanbeyli Fatih Mahallesi Beşiktaş Caddesi Orkide Sokak yakınlarında yakınlarında orman yangını çıktı. Alevler hızla yayılıyor.,Orman Yangını,Yüksek,AFAD,Sultanbeyli,Fatih,40.957338,29.256944,
Büyükçekmece Kumburgaz Mahallesi Kadıköy Caddesi 2. Sokak yakınlarında bölgesinde toprak kayması nedeniyle evler tehlike altında.,Heyelan,Kritik,Kurtarma Ekipleri,Büyükçekmece,Kumburgaz,41.025301,28.597291,
Adalar Heybeliada Mahallesi Bağdat Caddesi 5. Sokak yakınlarında metro hattında elektrik kesintisi var. Vagonlar tünelde durdu.,Metro/Tünel Kazası,Kritik,Metro İstanbul,Adalar,Heybeliada,40.879809,29.073261,
Eyüpsultan Rami Mahallesi Halaskargazi Caddesi Yunus Emre Sokak yakınlarında mahallesinde yoğun kar nedeniyle çatılarda çökme riski var.,Kar Fırtınası,Kritik,Ulaşım Daire Başkanlığı,Eyüpsultan,Rami,41.041883,28.923722,
Avcılar Cihangir Mahallesi Mecidiyeköy Yolu Atatürk Sokak yakınlarında'de trafik kazası sonrası yakıt sızıntısı var. Yangın riski mevcut.,Trafik Kazası,Orta,Yol Bakım ve Altyapı,Avcılar,Cihangir,40.969593,28.714701,
Ataşehir Ferhatpaşa Mahallesi Taksim Meydanı Mimar Sinan Sokak yakınlarında'de metro tünelinde yangın çıktı. Tahliye başlatıldı.,Metro/Tünel Kazası,Kritik,AFAD,Ataşehir,Ferhatpaşa,40.975225,29.105734,
Beşiktaş Yıldız Mahallesi Vatan Caddesi Menekşe Sokak yakınlarında'de metro tünelinde yangın çıktı. Tahliye başlatıldı.,Metro/Tünel Kazası,Yüksek,İtfaiye,Beşiktaş,Yıldız,41.037006,29.000846,
Eyüpsultan Defterdar Mahallesi Kennedy Caddesi Yunus Emre Sokak yakınlarında'de heyelan meydana geldi. Yol tamamen kapandı.,Heyelan,Yüksek,Yol Bakım ve Altyapı,Eyüpsultan,Defterdar,41.05147,28.928776,
Arnavutköy Anadolu Mahallesi Kartal Caddesi 5. Sokak yakınlarında mahallesinde yoğun kar nedeniyle çatılarda çökme riski var.,Kar Fırtınası,Kritik,AFAD,Arnavutköy,Anadolu,41.191307,28.727414,
Üsküdar Ümraniye Mahallesi Bağdat Caddesi Güneş Sokak yakınlarında caddesinde kanalizasyon taştı. Vatandaşlar mağdur durumda.,Sel Baskını,Orta,İSKİ,Üsküdar,Ümraniye,41.029565,29.006916,
Şile Sofular Mahallesi Vatan Caddesi 2. Sokak yakınlarında yakınlarında orman yangını çıktı. Alevler hızla yayılıyor.,Orman Yangını,Yüksek,İtfaiye,Şile,Sofular,41.176391,29.604069,
Çekmeköy Alemdağ Mahallesi Halaskargazi Caddesi Atatürk Sokak yakınlarında'de iş yerinde yangın başladı. Dumandan etkilenenler var.,Bina Yangını,Kritik,İGDAŞ,Çekmeköy,Alemdağ,41.052486,29.174592,
Bağcılar Yıldıztepe Mahallesi Cumhuriyet Caddesi Gül Sokak yakınlarında köprüsünde çoklu araç kazası var. Trafik felç oldu.,Trafik Kazası,Yüksek,İtfaiye,Bağcılar,Yıldıztepe,41.043646,28.847971,
Adalar Burgazada Mahallesi Büyükdere Caddesi Yıldız Sokak yakınlarında'de deprem nedeniyle yol çökmesi meydana geldi. Trafik akışı durdu.,Deprem,Kritik,Kurtarma Ekipleri,Adalar,Burgazada,40.887833,29.109433,
Beşiktaş Dikilitaş Mahallesi Millet Caddesi Gül Sokak yakınlarında'de çalılık alanda yangın başladı. Rüzgar nedeniyle tehlike büyüyor.,Orman Yangını,Yüksek,Orman Bölge Müdürlüğü,Beşiktaş,Dikilitaş,41.047201,29.019954,
Maltepe Küçükyalı Mahallesi Vatan Caddesi Atatürk Sokak yakınlarında'de deprem nedeniyle yol çökmesi meydana geldi. Trafik akışı durdu.,Deprem,Kritik,Sağlık Ekipleri,Maltepe,Küçükyalı,40.931431,29.122478,
Sancaktepe Emek Mahallesi Cumhuriyet Caddesi Papatya Sokak yakınlarında'de inşaat çalışması sırasında gaz hattı hasar gördü.,Gaz Kaçağı,Kritik,İtfaiye,Sancaktepe,Emek,40.98952,29.248443,
Avcılar Cihangir Mahallesi Mecidiyeköy Yolu Yunus Emre Sokak yakınlarında'de deprem nedeniyle yol çökmesi meydana geldi. Trafik akışı durdu.,Deprem,Kritik,AFAD,Avcılar,Cihangir,40.960229,28.736153,
Beylikdüzü Adnan Kahveci Mahallesi Cumhuriyet Caddesi 2. Sokak yakınlarında bölgesinde deprem sonrası enkaz altında mahsur kalan vatandaşlar var. Acil müdahale gerekiyor.,Deprem,Kritik,İtfaiye,Beylikdüzü,Adnan Kahveci,41.01711,28.631543,
Çekmeköy Taşdelen Mahallesi Barbaros Bulvarı Lale Sokak yakınlarında sokağında doğalgaz borusu patladı. Bölge tahliye edilmeli.,Gaz Kaçağı,Kritik,İGDAŞ,Çekmeköy,Taşdelen,41.015345,29.17693,
Tuzla Aydınlı Mahallesi Kadıköy Caddesi Papatya Sokak yakınlarında mahallesinde deprem sonrası gaz kaçağı şüphesi var. Acil müdahale lazım.,Deprem,Kritik,İtfaiye,Tuzla,Aydınlı,40.834282,29.288203,
Kartal Cevizli Mahallesi Mecidiyeköy Yolu Karanfil Sokak yakınlarında metro istasyonunda teknik arıza nedeniyle yolcular mahsur kaldı.,Metro/Tünel Kazası,Orta,Metro İstanbul,Kartal,Cevizli,40.873064,29.199649,
Avcılar Firuzköy Mahallesi Taksim Meydanı Lale Sokak yakınlarında sitesinde elektrik kontağından yangın çıktı. Tahliye ediliyor.,Bina Yangını,Yüksek,İtfaiye,Avcılar,Firuzköy,40.983986,28.708067,
Ataşehir Barbaros Mahallesi Sahil Yolu Yunus Emre Sokak yakınlarında'de ana gaz hattında sızıntı var. Trafik yönlendirilmeli.,Gaz Kaçağı,Kritik,İtfaiye,Ataşehir,Barbaros,40.994056,29.106208,
Tuzla İçmeler Mahallesi Millet Caddesi 2. Sokak yakınlarında'de tipi nedeniyle görüş mesafesi sıfıra düştü. Sürücüler uyarılmalı.,Kar Fırtınası,Kritik,Ulaşım Daire Başkanlığı,Tuzla,İçmeler,40.810746,29.283538,
Beylikdüzü Büyükşehir Mahallesi Mecidiyeköy Yolu Mimar Sinan Sokak yakınlarında bölgesinde buzlanma nedeniyle trafik kazaları yaşanıyor. Tuzlama ekibi isteniyor.,Kar Fırtınası,Orta,Ulaşım Daire Başkanlığı,Beylikdüzü,Büyükşehir,41.000166,28.631522,
Büyükçekmece Kumburgaz Mahallesi Büyükdere Caddesi Mimar Sinan Sokak yakınlarında mahallesinde yoğun kar nedeniyle çatılarda çökme riski var.,Kar Fırtınası,Kritik,Ulaşım Daire Başkanlığı,Büyükçekmece,Kumburgaz,41.029342,28.567198,
Gaziosmanpaşa Karadeniz Mahallesi Kartal Caddesi 3. Sokak yakınlarında bölgesinde deprem sonrası enkaz altında mahsur kalan vatandaşlar var. Acil müdahale gerekiyor.,Deprem,Kritik,AFAD,Gaziosmanpaşa,Karadeniz,41.055018,28.924628,
Beyoğlu Dolapdere Mahallesi Kennedy Caddesi Çiçek Sokak yakınlarında bölgesinde toprak kayması nedeniyle evler tehlike altında.,Heyelan,Yüksek,AFAD,Beyoğlu,Dolapdere,41.034144,28.979652,
Şile Sahilköy Mahallesi Bağdat Caddesi Karanfil Sokak yakınlarında'de çatı katında yangın var. Bitişik binalara sıçrama riski mevcut.,Bina Yangını,Kritik,İtfaiye,Şile,Sahilköy,41.168732,29.60333,
Bakırköy Yeşilköy Mahallesi Barbaros Bulvarı Mimar Sinan Sokak yakınlarında'de inşaat çalışması sırasında gaz hattı hasar gördü.,Gaz Kaçağı,Yüksek,İtfaiye,Bakırköy,Yeşilköy,40.973083,28.888528,
Büyükçekmece Bahçelievler Mahallesi Atatürk Caddesi Papatya Sokak yakınlarında'de heyelan sonrası araçlar toprak altında kaldı. Kurtarma ekibi şart.,Heyelan,Orta,Yol Bakım ve Altyapı,Büyükçekmece,Bahçelievler,41.013536,28.585405,
"Kadıköy Erenköy Mahallesi Barbaros Bulvarı Yıldız Sokak yakınlarında'de yoğun gaz kokusu alınıyor. Patlama riski var, acil müdahale gerekli.",Gaz Kaçağı,Kritik,İGDAŞ,Kadıköy,Erenköy,41.005829,29.029998,
Beykoz Çubuklu Mahallesi Büyükdere Caddesi 2. Sokak yakınlarında mahallesinde su baskını nedeniyle elektrik kesintisi yaşanıyor.,Sel Baskını,Orta,İtfaiye,Beykoz,Çubuklu,41.131155,29.107425,
Gaziosmanpaşa Yıldıztabya Mahallesi Mecidiyeköy Yolu 5. Sokak yakınlarında'de trafik kazası sonrası yakıt sızıntısı var. Yangın riski mevcut.,Trafik Kazası,Kritik,Trafik Ekipleri,Gaziosmanpaşa,Yıldıztabya,41.066709,28.924788,
Üsküdar Bağlarbaşı Mahallesi Bağdat Caddesi Lale Sokak yakınlarında bölgesinde deprem sonrası enkaz altında mahsur kalan vatandaşlar var. Acil müdahale gerekiyor.,Deprem,Kritik,Kurtarma Ekipleri,Üsküdar,Bağlarbaşı,41.034616,29.010407,
Çatalca Subaşı Mahallesi Atatürk Caddesi Yıldız Sokak yakınlarında'de heyelan meydana geldi. Yol tamamen kapandı.,Heyelan,Yüksek,AFAD,Çatalca,Subaşı,41.129317,28.477848,
Sancaktepe Emek Mahallesi Kennedy Caddesi Karanfil Sokak yakınlarında metro hattında elektrik kesintisi var. Vagonlar tünelde durdu.,Metro/Tünel Kazası,Yüksek,AFAD,Sancaktepe,Emek,41.011244,29.215325,
Kartal Esentepe Mahallesi Kennedy Caddesi Yunus Emre Sokak yakınlarında apartmanında gaz patlaması sonrası yangın çıktı. Acil müdahale şart.,Bina Yangını,Kritik,İtfaiye,Kartal,Esentepe,40.889468,29.177154,
Bahçelievler Soğanlı Mahallesi Taksim Meydanı Lale Sokak yakınlarında'de ana gaz hattında sızıntı var. Trafik yönlendirilmeli.,Gaz Kaçağı,Kritik,AFAD,Bahçelievler,Soğanlı,41.008675,28.865529,
Beşiktaş Dikilitaş Mahallesi Vatan Caddesi Karanfil Sokak yakınlarında'de deprem nedeniyle yol çökmesi meydana geldi. Trafik akışı durdu.,Deprem,Yüksek,AFAD,Beşiktaş,Dikilitaş,41.048638,29.001696,
Sarıyer Baltalimanı Mahallesi Halaskargazi Caddesi Papatya Sokak yakınlarında'de heyelan sonrası araçlar toprak altında kaldı. Kurtarma ekibi şart.,Heyelan,Kritik,Yol Bakım ve Altyapı,Sarıyer,Baltalimanı,41.15449,29.042641,
Beylikdüzü Barış Mahallesi Kadıköy Caddesi Yunus Emre Sokak yakınlarında'de çatı katında yangın var. Bitişik binalara sıçrama riski mevcut.,Bina Yangını,Yüksek,Sağlık Ekipleri,Beylikdüzü,Barış,41.010985,28.643336,
Sancaktepe Meclis Mahallesi Mecidiyeköy Yolu 3. Sokak yakınlarında'de trafik kazası sonrası yakıt sızıntısı var. Yangın riski mevcut.,Trafik Kazası,Kritik,Yol Bakım ve Altyapı,Sancaktepe,Meclis,40.985551,29.233657,
Eyüpsultan Alibeyköy Mahallesi Kadıköy Caddesi 4. Sokak yakınlarında apartmanında gaz kaçağı tespit edildi. Elektrik kesilmeli.,Gaz Kaçağı,Yüksek,AFAD,Eyüpsultan,Alibeyköy,41.040695,28.95201,
Arnavutköy Taşoluk Mahallesi Kartal Caddesi Gül Sokak yakınlarında'de metro tünelinde yangın çıktı. Tahliye başlatıldı.,Metro/Tünel Kazası,Kritik,Sağlık Ekipleri,Arnavutköy,Taşoluk,41.172267,28.715351,
Büyükçekmece Güzelce Mahallesi Vatan Caddesi Orkide Sokak yakınlarında metro hattında elektrik kesintisi var. Vagonlar tünelde durdu.,Metro/Tünel Kazası,Kritik,Sağlık Ekipleri,Büyükçekmece,Güzelce,41.008129,28.588168,
Çatalca Kestanelik Mahallesi Taksim Meydanı Yıldız Sokak yakınlarında'de inşaat çalışması sırasında gaz hattı hasar gördü.,Gaz Kaçağı,Kritik,İtfaiye,Çatalca,Kestanelik,41.135366,28.446131,
Bahçelievler Cumhuriyet Mahallesi Büyükdere Caddesi Fatih Sokak yakınlarında metro hattında elektrik kesintisi var. Vagonlar tünelde durdu.,Metro/Tünel Kazası,Yüksek,Metro İstanbul,Bahçelievler,Cumhuriyet,40.983515,28.865534,
Üsküdar Kuzguncuk Mahallesi Beşiktaş Caddesi Gül Sokak yakınlarında'de inşaat çalışması sırasında gaz hattı hasar gördü.,Gaz Kaçağı,Yüksek,İtfaiye,Üsküdar,Kuzguncuk,41.011313,29.020998,
Silivri Cumhuriyet Mahallesi Barbaros Bulvarı Mimar Sinan Sokak yakınlarında kavşağında ağır tonajlı araç devrildi. Yol trafiğe kapandı.,Trafik Kazası,Orta,Sağlık Ekipleri,Silivri,Cumhuriyet,41.091168,28.253507,
Fatih Zeyrek Mahallesi Taksim Meydanı Çiçek Sokak yakınlarında'de heyelan meydana geldi. Yol tamamen kapandı.,Heyelan,Yüksek,Yol Bakım ve Altyapı,Fatih,Zeyrek,41.001839,28.919932,
Sultanbeyli Battalgazi Mahallesi Büyükdere Caddesi 4. Sokak yakınlarında'de çatı katında yangın var. Bitişik binalara sıçrama riski mevcut.,Bina Yangını,Orta,İGDAŞ,Sultanbeyli,Battalgazi,40.948764,29.25726,
Esenler Menderes Mahallesi Halaskargazi Caddesi Atatürk Sokak yakınlarında apartmanında gaz kaçağı tespit edildi. Elektrik kesilmeli.,Gaz Kaçağı,Yüksek,İtfaiye,Esenler,Menderes,41.027574,28.865932,
Büyükçekmece Mimarsinan Mahallesi Büyükdere Caddesi 1. Sokak yakınlarında'de çatı katında yangın var. Bitişik binalara sıçrama riski mevcut.,Bina Yangını,Yüksek,İtfaiye,Büyükçekmece,Mimarsinan,41.027722,28.578917,
Ataşehir Atatürk Mahallesi Beşiktaş Caddesi Çiçek Sokak yakınlarında apartmanında gaz kaçağı tespit edildi. Elektrik kesilmeli.,Gaz Kaçağı,Yüksek,İtfaiye,Ataşehir,Atatürk,40.991324,29.117758,
Başakşehir İkitelli Mahallesi Atatürk Caddesi Yunus Emre Sokak yakınlarında'de heyelan sonrası araçlar toprak altında kaldı. Kurtarma ekibi şart.,Heyelan,Kritik,Yol Bakım ve Altyapı,Başakşehir,İkitelli,41.085617,28.784352,
Fatih Zeyrek Mahallesi Atatürk Caddesi Yıldız Sokak yakınlarında yakınlarında orman yangını çıktı. Alevler hızla yayılıyor.,Orman Yangını,Kritik,Orman Bölge Müdürlüğü,Fatih,Zeyrek,41.032982,28.927449,
Eyüpsultan Güzeltepe Mahallesi Kartal Caddesi 1. Sokak yakınlarında'de deprem nedeniyle yol çökmesi meydana geldi. Trafik akışı durdu.,Deprem,Kritik,Sağlık Ekipleri,Eyüpsultan,Güzeltepe,41.032485,28.949567,
Eyüpsultan Nişanca Mahallesi Taksim Meydanı 5. Sokak yakınlarında'de zincirleme trafik kazası meydana geldi. Çok sayıda yaralı var.,Trafik Kazası,Yüksek,Yol Bakım ve Altyapı,Eyüpsultan,Nişanca,41.052929,28.928273,
Şişli Nişantaşı Mahallesi Atatürk Caddesi Fatih Sokak yakınlarında sokağında doğalgaz borusu patladı. Bölge tahliye edilmeli.,Gaz Kaçağı,Kritik,AFAD,Şişli,Nişantaşı,41.060937,28.985741,
"Gaziosmanpaşa Mevlana Mahallesi Kennedy Caddesi Gül Sokak yakınlarında civarında kar fırtınası sürüyor, elektrik direkleri devrildi.",Kar Fırtınası,Orta,AFAD,Gaziosmanpaşa,Mevlana,41.053542,28.906138,
Pendik Esenyalı Mahallesi Barbaros Bulvarı 3. Sokak yakınlarında caddesinde aydınlatma direkleri devrildi. Tehlike arz ediyor.,Altyapı Arızası,Kritik,BEDAŞ,Pendik,Esenyalı,40.883821,29.215832,
Beykoz Acarlar Mahallesi Bağdat Caddesi 4. Sokak yakınlarında köprüsünde çoklu araç kazası var. Trafik felç oldu.,Trafik Kazası,Kritik,Sağlık Ekipleri,Beykoz,Acarlar,41.153053,29.112438,
Üsküdar Bulgurlu Mahallesi Kennedy Caddesi Lale Sokak yakınlarında kavşağında ağır tonajlı araç devrildi. Yol trafiğe kapandı.,Trafik Kazası,Yüksek,Trafik Ekipleri,Üsküdar,Bulgurlu,41.023973,29.011666,
Bahçelievler Bahçelievler Mahallesi Taksim Meydanı Karanfil Sokak yakınlarında bölgesinde ormanlık alanda büyük yangın var. Helikopter desteği gerekiyor.,Orman Yangını,Yüksek,İtfaiye,Bahçelievler,Bahçelievler,41.007258,28.879673,
Kağıthane Çağlayan Mahallesi Kartal Caddesi 4. Sokak yakınlarında bölgesinde deprem sonrası enkaz altında mahsur kalan vatandaşlar var. Acil müdahale gerekiyor.,Deprem,Kritik,İtfaiye,Kağıthane,Çağlayan,41.072597,28.95857,
Pendik Yenişehir Mahallesi Beşiktaş Caddesi Menekşe Sokak yakınlarında'de deprem nedeniyle bina çökmesi meydana geldi. Kurtarma ekipleri talep ediliyor.,Deprem,Kritik,İtfaiye,Pendik,Yenişehir,40.865926,29.228266,
Beykoz Acarlar Mahallesi Barbaros Bulvarı 2. Sokak yakınlarında yakınlarında orman yangını çıktı. Alevler hızla yayılıyor.,Orman Yangını,Kritik,AFAD,Beykoz,Acarlar,41.11933,29.094399,
Gaziosmanpaşa Yıldıztabya Mahallesi Bağdat Caddesi Fatih Sokak yakınlarında mahallesinde yoğun kar nedeniyle çatılarda çökme riski var.,Kar Fırtınası,Orta,AFAD,Gaziosmanpaşa,Yıldıztabya,41.051928,28.90462,
Büyükçekmece Pınartepe Mahallesi Kennedy Caddesi Yunus Emre Sokak yakınlarında mahallesinde deprem sonrası gaz kaçağı şüphesi var. Acil müdahale lazım.,Deprem,Yüksek,Kurtarma Ekipleri,Büyükçekmece,Pınartepe,41.011247,28.578838,
"Esenler Fevzi Çakmak Mahallesi Kartal Caddesi Lale Sokak yakınlarında'de kar kalınlığı artıyor, toplu taşıma durdu. Karla mücadele ekibi gerekli.",Kar Fırtınası,Orta,AFAD,Esenler,Fevzi Çakmak,41.05869,28.865859,
Beşiktaş Dikilitaş Mahallesi İstiklal Caddesi Gül Sokak yakınlarında'de yoğun kar yağışı nedeniyle yollar kapandı. Araçlar mahsur kaldı.,Kar Fırtınası,Kritik,Ulaşım Daire Başkanlığı,Beşiktaş,Dikilitaş,41.062737,29.013912,
Sarıyer Maslak Mahallesi Mecidiyeköy Yolu Papatya Sokak yakınlarında apartmanında gaz kaçağı tespit edildi. Elektrik kesilmeli.,Gaz Kaçağı,Kritik,İtfaiye,Sarıyer,Maslak,41.154553,29.03206,
Esenyurt Fatih Mahallesi Sahil Yolu 3. Sokak yakınlarında metro istasyonunda duman yayılıyor. Acil müdahale gerekli.,Metro/Tünel Kazası,Kritik,Metro İstanbul,Esenyurt,Fatih,41.051301,28.679374,
Maltepe Zümrütevler Mahallesi Millet Caddesi Menekşe Sokak yakınlarında'de inşaat çalışması sırasında gaz hattı hasar gördü.,Gaz Kaçağı,Yüksek,İtfaiye,Maltepe,Zümrütevler,40.939101,29.140716,
Beşiktaş Akatlar Mahallesi Mecidiyeköy Yolu 3. Sokak yakınlarında bölgesinde elektrik trafosu arızalandı. Geniş çaplı kesinti var.,Altyapı Arızası,Orta,İSKİ,Beşiktaş,Akatlar,41.042533,29.02776,
Sarıyer Maslak Mahallesi Beşiktaş Caddesi Yıldız Sokak yakınlarında'de iş yerinde yangın başladı. Dumandan etkilenenler var.,Bina Yangını,Kritik,Sağlık Ekipleri,Sarıyer,Maslak,41.16982,29.041558,
"Üsküdar Çengelköy Mahallesi Sahil Yolu Yıldız Sokak yakınlarında civarında deprem sonrası hasar tespit edildi, çatlaklar oluşmuş durumda.",Deprem,Kritik,Sağlık Ekipleri,Üsküdar,Çengelköy,41.016726,29.022376,
Beşiktaş Dikilitaş Mahallesi Sahil Yolu Yunus Emre Sokak yakınlarında apartmanında gaz kaçağı tespit edildi. Elektrik kesilmeli.,Gaz Kaçağı,Orta,AFAD,Beşiktaş,Dikilitaş,41.060332,29.024101,
Kartal Kordonboyu Mahallesi Barbaros Bulvarı 1. Sokak yakınlarında yakınlarında orman yangını çıktı. Alevler hızla yayılıyor.,Orman Yangını,Kritik,İtfaiye,Kartal,Kordonboyu,40.877567,29.175682,
Üsküdar Bulgurlu Mahallesi Atatürk Caddesi 5. Sokak yakınlarında'de yoğun yağış nedeniyle sel baskını yaşanıyor. Alt geçitler su altında kaldı.,Sel Baskını,Yüksek,İtfaiye,Üsküdar,Bulgurlu,41.037503,29.013973,
Beylikdüzü Büyükşehir Mahallesi İstiklal Caddesi Çiçek Sokak yakınlarında'de metro tünelinde yangın çıktı. Tahliye başlatıldı.,Metro/Tünel Kazası,Yüksek,İtfaiye,Beylikdüzü,Büyükşehir,41.013805,28.652582,
"Sultangazi 50. Yıl Mahallesi Halaskargazi Caddesi Lale Sokak yakınlarında'de yoğun gaz kokusu alınıyor. Patlama riski var, acil müdahale gerekli.",Gaz Kaçağı,Kritik,AFAD,Sultangazi,50. Yıl,41.088652,28.868851,
Çatalca Kestanelik Mahallesi Kennedy Caddesi Lale Sokak yakınlarında bölgesinde ormanlık alanda büyük yangın var. Helikopter desteği gerekiyor.,Orman Yangını,Kritik,İtfaiye,Çatalca,Kestanelik,41.129726,28.47093,
Maltepe Bağlarbaşı Mahallesi Halaskargazi Caddesi Güneş Sokak yakınlarında bölgesinde deprem sonrası enkaz altında mahsur kalan vatandaşlar var. Acil müdahale gerekiyor.,Deprem,Kritik,Kurtarma Ekipleri,Maltepe,Bağlarbaşı,40.915203,29.11346,
Kartal Soğanlık Mahallesi Vatan Caddesi 2. Sokak yakınlarında apartmanında gaz kaçağı tespit edildi. Elektrik kesilmeli.,Gaz Kaçağı,Yüksek,AFAD,Kartal,Soğanlık,40.872755,29.189042,
Esenler Davutpaşa Mahallesi Barbaros Bulvarı 2. Sokak yakınlarında mahallesinde yoğun kar nedeniyle çatılarda çökme riski var.,Kar Fırtınası,Orta,Yol Bakım ve Altyapı,Esenler,Davutpaşa,41.062527,28.860263,
"Silivri Piri Mehmet Paşa Mahallesi Millet Caddesi 5. Sokak yakınlarında'de yol çöktü, altyapı hasarı mevcut. Tehlike oluşturdu.",Altyapı Arızası,Kritik,Yol Bakım ve Altyapı,Silivri,Piri Mehmet Paşa,41.08301,28.258894,
Eyüpsultan Defterdar Mahallesi Beşiktaş Caddesi Çiçek Sokak yakınlarında bölgesinde fabrikada büyük yangın var. Birden fazla itfaiye ekibi gerekli.,Bina Yangını,Kritik,Sağlık Ekipleri,Eyüpsultan,Defterdar,41.066204,28.913439,
Beyoğlu Taksim Mahallesi Vatan Caddesi Orkide Sokak yakınlarında bölgesinde deprem sonrası enkaz altında mahsur kalan vatandaşlar var. Acil müdahale gerekiyor.,Deprem,Orta,Sağlık Ekipleri,Beyoğlu,Taksim,41.032069,28.962154,
Çekmeköy Taşdelen Mahallesi Barbaros Bulvarı 5. Sokak yakınlarında'de metro tünelinde yangın çıktı. Tahliye başlatıldı.,Metro/Tünel Kazası,Kritik,İtfaiye,Çekmeköy,Taşdelen,41.016054,29.176535,
Başakşehir İkitelli Mahallesi Kartal Caddesi Atatürk Sokak yakınlarında bölgesinde toprak kayması nedeniyle evler tehlike altında.,Heyelan,Yüksek,AFAD,Başakşehir,İkitelli,41.108498,28.788919,
Maltepe Altıntepe Mahallesi Millet Caddesi 5. Sokak yakınlarında sokağında doğalgaz borusu patladı. Bölge tahliye edilmeli.,Gaz Kaçağı,Orta,AFAD,Maltepe,Altıntepe,40.921247,29.115999,
Bağcılar Kirazlı Mahallesi İstiklal Caddesi Menekşe Sokak yakınlarında bölgesinde buzlanma nedeniyle trafik kazaları yaşanıyor. Tuzlama ekibi isteniyor.,Kar Fırtınası,Orta,Yol Bakım ve Altyapı,Bağcılar,Kirazlı,41.036404,28.873812,
Kadıköy Bostancı Mahallesi Halaskargazi Caddesi Fatih Sokak yakınlarında tünelinde kaza meydana geldi. Havalandırma sorunu yaşanıyor.,Trafik Kazası,Kritik,Trafik Ekipleri,Kadıköy,Bostancı,40.999965,29.038556,
"Silivri Fatih Mahallesi İstiklal Caddesi Papatya Sokak yakınlarında bölgesinde dere taştı, evlere su girdi. Acil tahliye gerekiyor.",Sel Baskını,Yüksek,İtfaiye,Silivri,Fatih,41.06606,28.263878,
Eyüpsultan İslambey Mahallesi Taksim Meydanı Yıldız Sokak yakınlarında'de heyelan sonrası araçlar toprak altında kaldı. Kurtarma ekibi şart.,Heyelan,Kritik,Kurtarma Ekipleri,Eyüpsultan,İslambey,41.050896,28.946266,
Gaziosmanpaşa Bağlarbaşı Mahallesi Millet Caddesi 5. Sokak yakınlarında'de tipi nedeniyle görüş mesafesi sıfıra düştü. Sürücüler uyarılmalı.,Kar Fırtınası,Yüksek,Yol Bakım ve Altyapı,Gaziosmanpaşa,Bağlarbaşı,41.083055,28.924466,
Silivri Alibey Mahallesi Mecidiyeköy Yolu Menekşe Sokak yakınlarında sitesinde elektrik kontağından yangın çıktı. Tahliye ediliyor.,Bina Yangını,Orta,İtfaiye,Silivri,Alibey,41.087963,28.249013,
Adalar Kınalıada Mahallesi Mecidiyeköy Yolu Çiçek Sokak yakınlarında'de tipi nedeniyle görüş mesafesi sıfıra düştü. Sürücüler uyarılmalı.,Kar Fırtınası,Kritik,Yol Bakım ve Altyapı,Adalar,Kınalıada,40.885355,29.102865,
Silivri Fatih Mahallesi Kartal Caddesi 3. Sokak yakınlarında mahallesinde deprem sonrası gaz kaçağı şüphesi var. Acil müdahale lazım.,Deprem,Orta,Sağlık Ekipleri,Silivri,Fatih,41.076415,28.229268,
